order_id,customer_id,created_at,order_rank,attributed_channel,utm_medium,total_price,discount_code,discount_amount,discount_used,month,discount_status
5717659353340,7503787327740.0,2024-05-31,1,Email,,64.0,,0.0,False,2024-05,No Discount
5717569863932,7503697608956.0,2024-05-31,1,Paid Search,,120.0,,0.0,False,2024-05,No Discount
5717573075196,7468238864636.0,2024-05-31,3,Email,,44.0,,0.0,False,2024-05,No Discount
5717549842684,7503580299516.0,2024-05-31,1,Paid Search,,120.0,xxx,0.0,True,2024-05,No Discount
5717528576252,7497593716988.0,2024-05-31,1,Email,,120.0,xxx,0.0,True,2024-05,No Discount
5717524807932,7440580313340.0,2024-05-31,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5717432369404,7503541502204.0,2024-05-30,1,Paid Search,,160.0,xxx,0.0,True,2024-05,No Discount
5717519302908,7429771231484.0,2024-05-31,2,Email,,52.99,,0.0,False,2024-05,No Discount
5717312176380,7503352135932.0,2024-05-30,1,direct traffic,,160.0,,0.0,False,2024-05,No Discount
5717512683772,7340644204796.0,2024-05-31,1,Paid Search,,120.0,xxx,0.0,True,2024-05,No Discount
5717485093116,7503608873212.0,2024-05-30,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5717452226812,7503565029628.0,2024-05-30,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5717296120060,6839068459260.0,2024-05-30,3,Email,,80.0,,0.0,False,2024-05,No Discount
5717274722556,7503310291196.0,2024-05-30,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5717285929212,7231659671804.0,2024-05-30,3,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5717272428796,7503308521724.0,2024-05-30,1,direct traffic,,120.0,,0.0,False,2024-05,No Discount
5717251129596,7093164933372.0,2024-05-30,3,direct traffic,,24.0,,0.0,False,2024-05,No Discount
5717199585532,3224362418272.0,2024-05-30,1,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5717229666556,7053640630524.0,2024-05-30,2,Paid Search,,17.99,,0.0,False,2024-05,No Discount
5717215641852,7161794265340.0,2024-05-30,4,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5717207777532,7503213625596.0,2024-05-30,1,Email,,88.0,,0.0,False,2024-05,No Discount
5717203648764,7501925253372.0,2024-05-30,1,XYZ media,user_12,44.0,xxx,0.0,True,2024-05,No Discount
5717197455612,6328568054012.0,2024-05-30,11,Paid Search,,145.0,,0.0,False,2024-05,No Discount
5717192737020,7503197831420.0,2024-05-30,1,XYZ media,user_21,64.0,xxx,0.0,True,2024-05,No Discount
5717177041148,7503177515260.0,2024-05-30,1,Paid Search,,24.0,xxx,0.0,True,2024-05,No Discount
5717187723516,7503192031484.0,2024-05-30,1,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5717180023036,7503182758140.0,2024-05-30,1,Paid Search,,49.0,xxx,0.0,True,2024-05,No Discount
5717155676412,7348354482428.0,2024-05-30,2,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5717118419196,7500418908412.0,2024-05-30,1,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5717140537596,7474804228348.0,2024-05-30,2,Paid Search,,88.0,,0.0,False,2024-05,No Discount
5717138276604,7503119614204.0,2024-05-30,1,direct traffic,,33.49,xxx,4.5,True,2024-05,Discount Applied
5717130084604,7494179913980.0,2024-05-30,2,direct traffic,,0.0,xxx,120.0,True,2024-05,Free Gift
5717110456572,7503082258684.0,2024-05-30,1,Paid Search,,180.0,xxx,0.0,True,2024-05,No Discount
5717108162812,7503079178492.0,2024-05-30,1,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5716915126524,7427268641020.0,2024-05-30,2,Email,,67.99,,0.0,False,2024-05,No Discount
5717044396284,6999878172924.0,2024-05-30,7,Email,,145.0,,0.0,False,2024-05,No Discount
5716947665148,7502209515772.0,2024-05-30,1,Email,,5.0,xxx,26.0,True,2024-05,Discount Applied
5716901200124,7449108873468.0,2024-05-30,2,Email,,80.0,,0.0,False,2024-05,No Discount
5716894122236,7483491713276.0,2024-05-30,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5716812824828,7453439230204.0,2024-05-30,2,Email,,280.0,,0.0,False,2024-05,No Discount
5716743782652,7501798211836.0,2024-05-30,1,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5716808925436,7469495681276.0,2024-05-30,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5716743356668,7166638719228.0,2024-05-30,1,XYZ media,user_41,116.0,xxx,0.0,True,2024-05,No Discount
5716783563004,7203451109628.0,2024-05-30,1,Email,,96.0,,0.0,False,2024-05,No Discount
5716775731452,6829269614844.0,2024-05-30,6,direct traffic,,72.99,,0.0,False,2024-05,No Discount
5716720091388,4476478095549.0,2024-05-30,6,direct traffic,,67.99,,0.0,False,2024-05,No Discount
5716773568764,7469590905084.0,2024-05-30,1,direct traffic,,145.0,,0.0,False,2024-05,No Discount
5716711014652,7501675495676.0,2024-05-30,1,Paid Search,,146.0,,0.0,False,2024-05,No Discount
5716688896252,7501607141628.0,2024-05-30,1,Email,,64.0,,0.0,False,2024-05,No Discount
5716682670332,7260095938812.0,2024-05-30,1,Email,,110.0,,0.0,False,2024-05,No Discount
5716682408188,7370662117628.0,2024-05-30,1,Email,,90.0,xxx,0.0,True,2024-05,No Discount
5716664811772,5608608465085.0,2024-05-30,14,Paid Search,,145.0,,0.0,False,2024-05,No Discount
5716626243836,6012172927228.0,2024-05-30,2,Paid Search,,258.0,xxx,0.0,True,2024-05,No Discount
5716559855868,6626311536892.0,2024-05-30,2,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5716606255356,6929991074044.0,2024-05-30,4,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5716582629628,7501507330300.0,2024-05-30,1,Paid Search,,44.0,xxx,0.0,True,2024-05,No Discount
5716554776828,7312092528892.0,2024-05-30,2,Paid Search,,75.0,,0.0,False,2024-05,No Discount
5716547207420,7473484169468.0,2024-05-30,3,direct traffic,,120.0,,0.0,False,2024-05,No Discount
5716462764284,7305123201276.0,2024-05-29,3,direct traffic,,80.0,,0.0,False,2024-05,No Discount
5716537737468,7501462929660.0,2024-05-30,1,Paid Search,,64.0,xxx,0.0,True,2024-05,No Discount
5715980976380,7500530417916.0,2024-05-29,1,Paid Search,,101.0,xxx,0.0,True,2024-05,No Discount
5716460896508,7501373997308.0,2024-05-29,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5716095271164,7500734038268.0,2024-05-29,1,Paid Search,,88.0,,0.0,False,2024-05,No Discount
5715913900284,7465269723388.0,2024-05-29,2,Affiliates,,325.0,,0.0,False,2024-05,No Discount
5715911442684,7430292275452.0,2024-05-29,3,direct traffic,,0.0,xxx,80.0,True,2024-05,Free Gift
5715887620348,6516082082044.0,2024-05-29,16,Paid Search,,200.0,,0.0,False,2024-05,No Discount
5715876577532,7500429459708.0,2024-05-29,1,direct traffic,,101.0,xxx,0.0,True,2024-05,No Discount
5715889946876,5342829412541.0,2024-05-29,7,direct traffic,,200.0,,0.0,False,2024-05,No Discount
5715827327228,7500365529340.0,2024-05-29,1,Affiliates,,75.99,xxx,12.0,True,2024-05,Discount Applied
5715873464572,7500384633084.0,2024-05-29,1,direct traffic,,116.0,xxx,40.0,True,2024-05,Discount Applied
5715866124540,7500418547964.0,2024-05-29,1,Paid Search,,60.0,xxx,0.0,True,2024-05,No Discount
5715855147260,7488185893116.0,2024-05-29,1,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5715788300540,7480217829628.0,2024-05-29,2,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5715818676476,7500342100220.0,2024-05-29,1,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5715812385020,7500341477628.0,2024-05-29,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5715780075772,7500298060028.0,2024-05-29,1,direct traffic,,75.0,,0.0,False,2024-05,No Discount
5715799834876,7500140019964.0,2024-05-29,1,Email,,62.99,xxx,0.0,True,2024-05,No Discount
5715778994428,7467196055804.0,2024-05-29,3,XYZ media,user_41,64.0,xxx,0.0,True,2024-05,No Discount
5715712246012,7343837053180.0,2024-05-29,2,direct traffic,,0.0,xxx,30.0,True,2024-05,Free Gift
5715749601532,7500067242236.0,2024-05-29,1,direct traffic,,64.0,xxx,0.0,True,2024-05,No Discount
5715727646972,6819121103100.0,2024-05-29,16,direct traffic,,0.0,xxx,115.0,True,2024-05,Free Gift
5715633864956,7500129403132.0,2024-05-29,1,Paid Search,,145.0,,0.0,False,2024-05,No Discount
5715681313020,7113307390204.0,2024-05-29,6,direct traffic,,0.0,xxx,120.0,True,2024-05,Free Gift
5715675807996,7500175376636.0,2024-05-29,1,Paid Search,,110.0,xxx,0.0,True,2024-05,No Discount
5715616006396,7085334364412.0,2024-05-29,2,Email,,96.0,,0.0,False,2024-05,No Discount
5715630457084,7500126028028.0,2024-05-29,1,Paid Search,,85.0,,0.0,False,2024-05,No Discount
5715623510268,7500112560380.0,2024-05-29,1,Paid Search,,75.0,xxx,0.0,True,2024-05,No Discount
5715607224572,7500103024892.0,2024-05-29,1,Paid Search,,101.0,xxx,0.0,True,2024-05,No Discount
5715542966524,7144763687164.0,2024-05-29,16,Paid Search,,60.0,,0.0,False,2024-05,No Discount
5715516063996,7391524618492.0,2024-05-29,2,Paid Search,,60.0,,0.0,False,2024-05,No Discount
5715536183548,7500030214396.0,2024-05-29,1,Paid Search,,37.99,,0.0,False,2024-05,No Discount
5715529269500,6892426395900.0,2024-05-29,3,direct traffic,,62.99,,0.0,False,2024-05,No Discount
5715509346556,5315615359165.0,2024-05-29,3,Paid Search,,96.0,xxx,0.0,True,2024-05,No Discount
5715504791804,7473073553660.0,2024-05-29,2,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5715492110588,7499978801404.0,2024-05-29,1,Paid Search,,80.0,xxx,0.0,True,2024-05,No Discount
5715507806460,7499896029436.0,2024-05-29,1,Email,,64.0,,0.0,False,2024-05,No Discount
5715488637180,7499978670332.0,2024-05-29,1,Email,,110.0,xxx,0.0,True,2024-05,No Discount
5715404914940,7499885379836.0,2024-05-29,1,Paid Search,,44.0,xxx,0.0,True,2024-05,No Discount
5715284918524,7390437212412.0,2024-05-29,3,Email,,230.0,,0.0,False,2024-05,No Discount
5715349799164,5505814823101.0,2024-05-29,4,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5715305038076,7499775607036.0,2024-05-29,1,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5715273056508,7438600700156.0,2024-05-29,3,Email,,96.0,,0.0,False,2024-05,No Discount
5715270992124,7499738906876.0,2024-05-29,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5715265519868,6608262070524.0,2024-05-29,2,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5715222593788,7499684708604.0,2024-05-29,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5715235471612,7495660699900.0,2024-05-29,1,Paid Search,,24.0,,0.0,False,2024-05,No Discount
5715214860540,7499674583292.0,2024-05-29,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5715145228540,6636404211964.0,2024-05-29,7,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5714872664316,7481658736892.0,2024-05-28,1,Paid Search,,200.0,xxx,0.0,True,2024-05,No Discount
5715036602620,6964258242812.0,2024-05-28,8,Email,,80.0,,0.0,False,2024-05,No Discount
5714909921532,7177041871100.0,2024-05-28,2,Email,,64.0,,0.0,False,2024-05,No Discount
5714868633852,7499312693500.0,2024-05-28,1,Email,,145.0,,0.0,False,2024-05,No Discount
5714868109564,7499312726268.0,2024-05-28,1,direct traffic,,200.0,,0.0,False,2024-05,No Discount
5714836816124,7499283300604.0,2024-05-28,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5714828656892,6428856910076.0,2024-05-28,3,direct traffic,,37.99,,0.0,False,2024-05,No Discount
5714791891196,7499235983612.0,2024-05-28,1,direct traffic,,113.0,xxx,0.0,True,2024-05,No Discount
5714818531580,7499263344892.0,2024-05-28,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5714807521532,7236990435580.0,2024-05-28,5,XYZ media,user_32,256.0,xxx,0.0,True,2024-05,No Discount
5714779996412,7499231199484.0,2024-05-28,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5714759549180,7499205738748.0,2024-05-28,1,Paid Search,,145.0,,0.0,False,2024-05,No Discount
5714772918524,7499222647036.0,2024-05-28,1,Paid Search,,155.0,,0.0,False,2024-05,No Discount
5714698338556,7457981268220.0,2024-05-28,3,direct traffic,,0.0,xxx,80.0,True,2024-05,Free Gift
5714711281916,7499141513468.0,2024-05-28,1,Email,,255.0,xxx,0.0,True,2024-05,No Discount
5714660884732,7499087184124.0,2024-05-28,1,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5714646892796,7499071455484.0,2024-05-28,1,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5714630246652,7499053367548.0,2024-05-28,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5714644107516,7499068637436.0,2024-05-28,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5714612617468,7499032002812.0,2024-05-28,1,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5714611044604,7499026596092.0,2024-05-28,1,Affiliates,,116.0,xxx,0.0,True,2024-05,No Discount
5714593612028,7499007361276.0,2024-05-28,1,Paid Search,,96.0,xxx,0.0,True,2024-05,No Discount
5714561073404,6560099205372.0,2024-05-28,22,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5714530402556,6414568423676.0,2024-05-28,5,Paid Search,,284.0,,0.0,False,2024-05,No Discount
5714557501692,7498955948284.0,2024-05-28,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5714488787196,7311673065724.0,2024-05-28,5,direct traffic,,0.0,xxx,80.0,True,2024-05,Free Gift
5714485936380,7498880024828.0,2024-05-28,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5714443927804,7348220526844.0,2024-05-28,2,Email,,88.0,,0.0,False,2024-05,No Discount
5714521489660,7488417169660.0,2024-05-28,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5714515329276,7498908303612.0,2024-05-28,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5714428068092,7498824679676.0,2024-05-28,1,Paid Search,,80.0,xxx,0.0,True,2024-05,No Discount
5714416468220,7498805477628.0,2024-05-28,2,direct traffic,,101.0,,0.0,False,2024-05,No Discount
5714491015420,7498883432700.0,2024-05-28,1,direct traffic,,5.0,xxx,26.0,True,2024-05,Discount Applied
5714413912316,7498810851580.0,2024-05-28,1,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5714409095420,7498805477628.0,2024-05-28,1,direct traffic,,101.0,xxx,0.0,True,2024-05,No Discount
5714299388156,7498700980476.0,2024-05-28,1,Email,,80.0,,0.0,False,2024-05,No Discount
5714377441532,7498771038460.0,2024-05-28,1,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5714298274044,7498698064124.0,2024-05-28,1,Paid Search,,62.99,,0.0,False,2024-05,No Discount
5714371084540,7498764026108.0,2024-05-28,1,Paid Search,,64.0,xxx,0.0,True,2024-05,No Discount
5714364039420,7498759536892.0,2024-05-28,1,Affiliates,,320.0,xxx,0.0,True,2024-05,No Discount
5714293784828,7146408116476.0,2024-05-28,1,Paid Search,,120.0,,0.0,False,2024-05,No Discount
5714342510844,7399978074364.0,2024-05-28,3,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5714270879996,7424316014844.0,2024-05-28,4,Email,,52.99,,0.0,False,2024-05,No Discount
5714176442620,7298479292668.0,2024-05-28,5,Email,,44.0,xxx,0.0,True,2024-05,No Discount
5714244665596,6317820707068.0,2024-05-28,3,Email,,64.0,,0.0,False,2024-05,No Discount
5714192924924,7498603135228.0,2024-05-28,1,XYZ media,user_9,64.0,xxx,0.0,True,2024-05,No Discount
5714180243708,7118639333628.0,2024-05-28,7,Affiliates,,75.99,xxx,12.0,True,2024-05,Discount Applied
5714079940860,7199468912892.0,2024-05-28,3,Email,,64.0,,0.0,False,2024-05,No Discount
5714139349244,7428577558780.0,2024-05-28,3,Email,,176.0,,0.0,False,2024-05,No Discount
5714097832188,7498513023228.0,2024-05-28,1,Paid Search,,125.0,xxx,0.0,True,2024-05,No Discount
5714066931964,5498364625085.0,2024-05-28,7,Email,,116.0,,0.0,False,2024-05,No Discount
5714023088380,7498439196924.0,2024-05-28,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5713920327932,7498333290748.0,2024-05-28,1,Paid Search,,88.0,,0.0,False,2024-05,No Discount
5714009686268,7498427826428.0,2024-05-28,1,Paid Search,,37.99,,0.0,False,2024-05,No Discount
5713992253692,7498409672956.0,2024-05-28,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5713756586236,7498142679292.0,2024-05-27,1,Paid Search,,88.0,,0.0,False,2024-05,No Discount
5713903812860,7467117215996.0,2024-05-27,2,Email,,81.0,xxx,15.0,True,2024-05,Discount Applied
5713700225276,7497990111484.0,2024-05-27,1,Paid Search,,120.0,xxx,0.0,True,2024-05,No Discount
5713614373116,7440341827836.0,2024-05-27,2,Email,,67.99,xxx,60.0,True,2024-05,Discount Applied
5713683579132,7497984901372.0,2024-05-27,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5713608638716,7497928999164.0,2024-05-27,1,Paid Search,,200.0,xxx,0.0,True,2024-05,No Discount
5713591075068,7497905930492.0,2024-05-27,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5713598513404,7455880839420.0,2024-05-27,2,Email,,44.0,,0.0,False,2024-05,No Discount
5713588584700,7497900359932.0,2024-05-27,1,Paid Search,,110.0,xxx,0.0,True,2024-05,No Discount
5713587110140,7497900065020.0,2024-05-27,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5713571414268,7443673284860.0,2024-05-27,2,Email,,49.0,xxx,15.0,True,2024-05,Discount Applied
5713560731900,6852751425788.0,2024-05-27,11,direct traffic,,0.0,xxx,195.0,True,2024-05,Free Gift
5713555554556,7236361519356.0,2024-05-27,4,direct traffic,,0.0,xxx,120.0,True,2024-05,Free Gift
5713528684796,7497822306556.0,2024-05-27,1,Paid Search,,80.0,,0.0,False,2024-05,No Discount
5713549983996,7497849209084.0,2024-05-27,1,XYZ media,user_41,64.0,xxx,0.0,True,2024-05,No Discount
5713540841724,7497837609212.0,2024-05-27,1,Paid Search,,110.0,xxx,0.0,True,2024-05,No Discount
5713517740284,7495380041980.0,2024-05-27,1,Paid Search,,80.0,xxx,0.0,True,2024-05,No Discount
5713503846652,6505914859772.0,2024-05-27,4,Email,,116.0,,0.0,False,2024-05,No Discount
5713501815036,7401382543612.0,2024-05-27,3,direct traffic,,0.0,xxx,35.0,True,2024-05,Free Gift
5713460887804,7497742778620.0,2024-05-27,1,Paid Search,,37.99,,0.0,False,2024-05,No Discount
5713483661564,7497477751036.0,2024-05-27,2,Email,,80.0,,0.0,False,2024-05,No Discount
5713477959932,7497761259772.0,2024-05-27,1,Email,,120.0,,0.0,False,2024-05,No Discount
5713460855036,7497730097404.0,2024-05-27,1,Paid Search,,24.0,,0.0,False,2024-05,No Discount
5713470718204,7143229849852.0,2024-05-27,2,Paid Search,,120.0,,0.0,False,2024-05,No Discount
5713449025788,7497727049980.0,2024-05-27,1,Paid Search,,88.0,xxx,0.0,True,2024-05,No Discount
5713426710780,7497698345212.0,2024-05-27,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5713427333372,7497700737276.0,2024-05-27,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5713424679164,7497699492092.0,2024-05-27,1,direct traffic,,735.0,,0.0,False,2024-05,No Discount
5713373790460,7497645097212.0,2024-05-27,1,Paid Search,,280.0,,0.0,False,2024-05,No Discount
5713374281980,7497646145788.0,2024-05-27,1,XYZ media,user_1,64.0,xxx,0.0,True,2024-05,No Discount
5713358946556,7497632121084.0,2024-05-27,1,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5713314349308,7497585000700.0,2024-05-27,1,direct traffic,,96.0,xxx,0.0,True,2024-05,No Discount
5713329160444,7497195389180.0,2024-05-27,1,Email,,44.0,,0.0,False,2024-05,No Discount
5713200283900,7497477751036.0,2024-05-27,1,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5713275126012,7250923421948.0,2024-05-27,3,Email,,160.0,xxx,30.0,True,2024-05,Discount Applied
5713151230204,7174339297532.0,2024-05-27,3,direct traffic,,280.0,,0.0,False,2024-05,No Discount
5713175707900,6774869098748.0,2024-05-27,6,direct traffic,,200.0,,0.0,False,2024-05,No Discount
5713165189372,7497444032764.0,2024-05-27,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5713164927228,7497443606780.0,2024-05-27,1,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5713151033596,7497429942524.0,2024-05-27,1,Paid Search,,24.0,,0.0,False,2024-05,No Discount
5713098834172,7497381314812.0,2024-05-27,1,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5713029726460,7447099703548.0,2024-05-27,3,Email,,64.0,,0.0,False,2024-05,No Discount
5713080713468,7497364373756.0,2024-05-27,1,Email,,44.0,xxx,0.0,True,2024-05,No Discount
5713016455420,7497303064828.0,2024-05-27,1,Email,,126.0,,0.0,False,2024-05,No Discount
5713006887164,7417540018428.0,2024-05-27,3,Email,,101.0,,0.0,False,2024-05,No Discount
5712938991868,6787454959868.0,2024-05-27,7,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5712997679356,7497286123772.0,2024-05-27,1,Paid Search,,102.0,xxx,18.0,True,2024-05,Discount Applied
5712995680508,5564159852733.0,2024-05-27,25,Email,,62.99,,0.0,False,2024-05,No Discount
5712918085884,7497209479420.0,2024-05-27,1,direct traffic,,116.0,,0.0,False,2024-05,No Discount
5712932667644,6631788609788.0,2024-05-27,8,Email,,90.0,,0.0,False,2024-05,No Discount
5712916513020,7497208824060.0,2024-05-27,1,direct traffic,,165.0,xxx,0.0,True,2024-05,No Discount
5712901177596,6850867659004.0,2024-05-27,3,direct traffic,,80.0,,0.0,False,2024-05,No Discount
5712899571964,7164106637564.0,2024-05-27,4,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5712792158460,7304949072124.0,2024-05-26,2,Email,,80.0,xxx,30.0,True,2024-05,Discount Applied
5712812474620,7497093873916.0,2024-05-27,1,direct traffic,,105.0,,0.0,False,2024-05,No Discount
5712788881660,7497068577020.0,2024-05-26,1,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5712732815612,7497005990140.0,2024-05-26,1,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5712682320124,6826021060860.0,2024-05-26,2,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5712664494332,7407934177532.0,2024-05-26,9,Email,,160.0,,0.0,False,2024-05,No Discount
5712748314876,6623893946620.0,2024-05-26,2,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5712545054972,7496766816508.0,2024-05-26,1,Paid Search,,94.0,,0.0,False,2024-05,No Discount
5712620650748,7174013485308.0,2024-05-26,2,Email,,49.0,xxx,30.0,True,2024-05,Discount Applied
5712602956028,7496839135484.0,2024-05-26,1,Paid Search,,160.0,xxx,0.0,True,2024-05,No Discount
5712587260156,7496814362876.0,2024-05-26,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5712518283516,7482114113788.0,2024-05-26,1,Paid Search,,116.0,,0.0,False,2024-05,No Discount
5712502456572,7496700363004.0,2024-05-26,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5712486105340,7496675524860.0,2024-05-26,1,Paid Search,,64.0,xxx,0.0,True,2024-05,No Discount
5712502161660,7422493753596.0,2024-05-26,2,Paid Search,,60.0,,0.0,False,2024-05,No Discount
5712500359420,7496696234236.0,2024-05-26,1,Email,,64.0,xxx,0.0,True,2024-05,No Discount
5712464937212,7496647442684.0,2024-05-26,1,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5712458285308,7237416386812.0,2024-05-26,3,Email,,24.0,,0.0,False,2024-05,No Discount
5712458514684,7468208881916.0,2024-05-26,1,Email,,80.0,,0.0,False,2024-05,No Discount
5712448815356,5242029932733.0,2024-05-26,5,Email,,130.0,xxx,15.0,True,2024-05,Discount Applied
5712448323836,7496628306172.0,2024-05-26,1,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5712401793276,7467196055804.0,2024-05-26,2,Paid Search,,49.0,xxx,15.0,True,2024-05,Discount Applied
5712431972604,6074887700732.0,2024-05-26,5,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5712428040444,6983896465660.0,2024-05-26,10,Email,,200.0,,0.0,False,2024-05,No Discount
5712397697276,7496515485948.0,2024-05-26,1,Paid Search,,212.0,xxx,0.0,True,2024-05,No Discount
5712420077820,6646902259964.0,2024-05-26,3,Email,,64.0,,0.0,False,2024-05,No Discount
5712417980668,7472631578876.0,2024-05-26,1,Paid Search,,116.0,xxx,0.0,True,2024-05,No Discount
5712266494204,7496443691260.0,2024-05-26,1,Paid Search,,120.0,,0.0,False,2024-05,No Discount
5712294478076,5051075264701.0,2024-05-26,2,Paid Search,,120.0,,0.0,False,2024-05,No Discount
5712264921340,7218572591356.0,2024-05-26,5,Email,,49.0,xxx,15.0,True,2024-05,Discount Applied
5712263938300,7456819216636.0,2024-05-26,4,direct traffic,,0.0,xxx,120.0,True,2024-05,Free Gift
5712260727036,6733252788476.0,2024-05-26,8,direct traffic,,0.0,xxx,80.0,True,2024-05,Free Gift
5712209969404,7496387494140.0,2024-05-26,1,Paid Search,,101.0,xxx,0.0,True,2024-05,No Discount
5712075096316,7496081670396.0,2024-05-26,1,Email,,95.0,xxx,0.0,True,2024-05,No Discount
5712090497276,7496051294460.0,2024-05-26,1,direct traffic,,64.0,,0.0,False,2024-05,No Discount
5712078536956,6835682935036.0,2024-05-26,3,Email,,80.0,,0.0,False,2024-05,No Discount
5712065495292,7496239874300.0,2024-05-26,1,Paid Search,,145.0,xxx,0.0,True,2024-05,No Discount
5712061792508,6910161191164.0,2024-05-26,2,Paid Search,,120.0,xxx,0.0,True,2024-05,No Discount
5712037609724,7496210317564.0,2024-05-26,1,Paid Search,,37.99,,0.0,False,2024-05,No Discount
5711969976572,7404430557436.0,2024-05-26,2,Email,,101.0,,0.0,False,2024-05,No Discount
5712004120828,7437952221436.0,2024-05-26,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5711961948412,7496149401852.0,2024-05-26,1,Email,,64.0,,0.0,False,2024-05,No Discount
5711824847100,7496034975996.0,2024-05-26,1,Paid Search,,145.0,,0.0,False,2024-05,No Discount
5711865741564,7488459079932.0,2024-05-26,1,Paid Search,,160.0,,0.0,False,2024-05,No Discount
5711860957436,7354048905468.0,2024-05-26,1,XYZ media,user_41,88.0,xxx,0.0,True,2024-05,No Discount
5711839101180,6809973129468.0,2024-05-26,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
5711805841660,7496022229244.0,2024-05-26,1,Email,,96.0,xxx,0.0,True,2024-05,No Discount
5711789523196,7370612998396.0,2024-05-26,3,Email,,80.0,,0.0,False,2024-05,No Discount
5711787524348,6861109592316.0,2024-05-26,3,Paid Search,,110.0,,0.0,False,2024-05,No Discount
5711759409404,7495921271036.0,2024-05-26,1,Paid Search,,96.0,,0.0,False,2024-05,No Discount
5711809806588,6754418458876.0,2024-05-26,9,Email,,44.0,,0.0,False,2024-05,No Discount
5711718056188,6386874679548.0,2024-05-26,14,Email,,145.0,,0.0,False,2024-05,No Discount
5711711338748,7421337174268.0,2024-05-26,2,Paid Search,,120.0,,0.0,False,2024-05,No Discount
5711583740156,7495783088380.0,2024-05-25,1,Paid Search,,64.0,,0.0,False,2024-05,No Discount
